Name	Spectrum	Select	MDV	Std
AKGe	0	1	0.923063130471271	0.01
AKGe	1	1	0.05093476016658055	0.01
AKGe	2	0	0.006186377746952199	0.01
AKGe	3	0	0.007973736611726437	0.01
AKGe	4	0	0.004081947502457198	0.01
AKGe	5	0	0.007760047501012605	0.01
OACe	0	1	0.9476957877282084	0.01
OACe	1	1	0.042145943786023106	0.01
OACe	2	0	0.006556380998856449	0.01
OACe	3	0	0.0036018874869120266	0.01
OACe	4	0	0.0	0.01
PEPe	0	1	0.962704719929467	0.01
PEPe	1	1	0.031909870653371426	0.01
PEPe	2	0	0.0019549847119434255	0.01
PEPe	3	0	0.0034304247052181595	0.01
