Name	Spectrum	Select	MDV	Std
AKGe	0	1	0.9397095524698728	0.01
AKGe	1	1	0.04981045118260189	0.01
AKGe	2	0	0.006275272787171345	0.01
AKGe	3	0	0.0006377013261034511	0.01
AKGe	4	0	0.0033572564562460577	0.01
AKGe	5	0	0.00020976577800440945	0.01
OACe	0	1	0.946807976758005	0.01
OACe	1	1	0.0426048293445472	0.01
OACe	2	0	0.0069638229824859725	0.01
OACe	3	0	0.003503522716718374	0.01
OACe	4	0	0.00011984819824335974	0.01
PEPe	0	1	0.9610792263362568	0.01
PEPe	1	1	0.03013911751891575	0.01
PEPe	2	0	0.0019563174151192636	0.01
PEPe	3	0	0.006825338729708301	0.01
