Name	Spectrum	Select	MDV	Std
AKGe	0	1	0.2528000412348241	0.01
AKGe	1	1	0.1007834145683541	0.01
AKGe	2	1	0.31280340026496695	0.01
AKGe	3	1	0.1678736805896086	0.01
AKGe	4	1	0.08229904105978865	0.01
AKGe	5	1	0.0834404222824575	0.01
OACe	0	1	0.3965666714914535	0.01
OACe	1	1	0.15611720663999504	0.01
OACe	2	1	0.14363991918657937	0.01
OACe	3	1	0.1559902589831216	0.01
OACe	4	1	0.14768594369885046	0.01
PEPe	0	1	0.4777758808393823	0.01
PEPe	1	0	0.009204977083978943	0.01
PEPe	2	0	0.007294944383706672	0.01
PEPe	3	1	0.5057241976929321	0.01
