Name	Spectrum	Select	MDV	Std
AKGe	0	1	0.24492674018075652	0.01
AKGe	1	1	0.0923259650501624	0.01
AKGe	2	1	0.3132131849121008	0.01
AKGe	3	1	0.1705574249203016	0.01
AKGe	4	1	0.10004847928781078	0.01
AKGe	5	1	0.07892820564886782	0.01
OACe	0	1	0.3846830098810779	0.01
OACe	1	1	0.14402737469953977	0.01
OACe	2	1	0.15581293907394753	0.01
OACe	3	1	0.16414722512009744	0.01
OACe	4	1	0.15132945122533728	0.01
PEPe	0	1	0.4864628526640966	0.01
PEPe	1	1	0.012349901441459601	0.01
PEPe	2	0	0.0	0.01
PEPe	3	1	0.5011872458944439	0.01
