Name	Spectrum	Select	MDV	Std
AKGe	0	1	0.11389523257925326	0.01
AKGe	1	1	0.12930388777955715	0.01
AKGe	2	1	0.24477748452889092	0.01
AKGe	3	1	0.2530334407466466	0.01
AKGe	4	1	0.13153280677209056	0.01
AKGe	5	1	0.12745714759356166	0.01
OACe	0	1	0.20981983511416427	0.01
OACe	1	1	0.20012824495817272	0.01
OACe	2	1	0.18286801314897513	0.01
OACe	3	1	0.1944092786190441	0.01
OACe	4	1	0.21277462815964374	0.01
PEPe	0	1	0.4827962209841083	0.01
PEPe	1	1	0.014845497872733274	0.01
PEPe	2	0	0.0	0.01
PEPe	3	1	0.5023582811431585	0.01
