Name	Spectrum	Select	MDV	Std
Glue	0	0	0.0036148558720199863	0.01
Glue	1	0	0.00783510462852272	0.01
Glue	2	0	0.005933551649936339	0.01
Glue	3	0	0.0022776174124261345	0.01
Glue	4	0	0.006616301130926742	0.01
Glue	5	1	0.9737225693061681	0.01
AKGe	0	0	0.00428845817438995	0.01
AKGe	1	0	0.00194127313699785	0.01
AKGe	2	0	0.003496644367374091	0.01
AKGe	3	0	0.006536336146902781	0.01
AKGe	4	0	0.008184220634745025	0.01
AKGe	5	1	0.9755530675395901	0.01
OACo	0	0	0.00017220060571603455	0.01
OACo	1	0	0.003887325834712213	0.01
OACo	2	0	0.005236221603107635	0.01
OACo	3	0	0.0057859241620590715	0.01
OACo	4	1	0.984918327794405	0.01
OACi	0	1	0.012757553143113762	0.01
OACi	1	0	0.0024787235959221137	0.01
OACi	2	0	0.0	0.01
OACi	3	0	0.003252627375247436	0.01
OACi	4	1	0.9815110958857168	0.01
OACt	0	1	0.08526436543474349	0.01
OACt	1	0	0.00404017245870671	0.01
OACt	2	1	0.03023954093865179	0.01
OACt	3	0	0.005678533790009176	0.01
OACt	4	1	0.8747773873778888	0.01
OACc	0	0	0.002718433560101209	0.01
OACc	1	0	0.00608627246306694	0.01
OACc	2	0	0.001895597164126587	0.01
OACc	3	0	0.0033674703563622826	0.01
OACc	4	1	0.9859322264563429	0.01
Txt	0	1	0.01777446018085405	0.01
Txt	1	0	0.0	0.01
Txt	2	0	0.005458543415270262	0.01
Txt	3	1	0.011305665677486943	0.01
Txt	4	1	0.9654613307263887	0.01
Txc	0	0	0.0029096124205190387	0.01
Txc	1	0	0.0007193148302036273	0.01
Txc	2	0	0.009537527968909972	0.01
Txc	3	0	0.0031042182409567807	0.01
Txc	4	1	0.9837293265394105	0.01
