Name	Spectrum	Select	MDV	Std
Glue	0	1	0.02096835661208715	0.01
Glue	1	0	0.00262202832194814	0.01
Glue	2	1	0.17483301103716062	0.01
Glue	3	1	0.06975960651723236	0.01
Glue	4	1	0.09091789781435662	0.01
Glue	5	1	0.640899099697215	0.01
AKGe	0	0	0.001196112076136574	0.01
AKGe	1	0	0.0021636383525804946	0.01
AKGe	2	1	0.09954270470910609	0.01
AKGe	3	1	0.07944731497827708	0.01
AKGe	4	1	0.1000342282213747	0.01
AKGe	5	1	0.7176160016625251	0.01
OACo	0	1	0.010898672113482116	0.01
OACo	1	0	0.00043908111418575294	0.01
OACo	2	1	0.027498256501834035	0.01
OACo	3	1	0.012780492672719702	0.01
OACo	4	1	0.9483834975977784	0.01
OACi	0	1	0.032916467894637334	0.01
OACi	1	0	0.007710444264346034	0.01
OACi	2	1	0.12394179395325756	0.01
OACi	3	1	0.06328387604372332	0.01
OACi	4	1	0.7721474178440357	0.01
OACt	0	1	0.6672456802970768	0.01
OACt	1	0	0.0043329314119344466	0.01
OACt	2	1	0.14694679713164485	0.01
OACt	3	0	0.001973778913037356	0.01
OACt	4	1	0.17950081224630673	0.01
OACc	0	0	0.003615599761736882	0.01
OACc	1	0	0.009124580394516206	0.01
OACc	2	1	0.1511129594288936	0.01
OACc	3	1	0.055595727380695244	0.01
OACc	4	1	0.780551133034158	0.01
Txt	0	1	0.4391609551112246	0.01
Txt	1	1	0.06571349594092103	0.01
Txt	2	1	0.11828539856790331	0.01
Txt	3	1	0.17252532715994692	0.01
Txt	4	1	0.20431482322000413	0.01
Txc	0	0	0.006367592316496582	0.01
Txc	1	1	0.02392143817070395	0.01
Txc	2	1	0.09829113438641689	0.01
Txc	3	1	0.24024468933897206	0.01
Txc	4	1	0.6311751457874105	0.01
