Name	Spectrum	Select	MDV	Std
AKGe	0	1	0.1582852535429252	0.01
AKGe	1	1	0.1201125258263289	0.01
AKGe	2	1	0.2743629295986623	0.01
AKGe	3	1	0.21868183038028532	0.01
AKGe	4	1	0.11955121448348859	0.01
AKGe	5	1	0.10900624616830971	0.01
OACe	0	1	0.27596424682563353	0.01
OACe	1	1	0.1761454458808597	0.01
OACe	2	1	0.1761332207003596	0.01
OACe	3	1	0.18321559192955805	0.01
OACe	4	1	0.18854149466358913	0.01
PEPe	0	1	0.4874283198050928	0.01
PEPe	1	1	0.010342079232225023	0.01
PEPe	2	0	0.002123088927347982	0.01
PEPe	3	1	0.5001065120353343	0.01
