Name	Spectrum	Select	MDV	Std
AKGe	0	1	0.5479035236487528	0.01
AKGe	1	1	0.0615262525922731	0.01
AKGe	2	1	0.2832673212531081	0.01
AKGe	3	1	0.055443206120947074	0.01
AKGe	4	1	0.03852703783921147	0.01
AKGe	5	1	0.013332658545707352	0.01
OACe	0	1	0.6446105705988897	0.01
OACe	1	1	0.09160571289349141	0.01
OACe	2	1	0.029167593364215594	0.01
OACe	3	1	0.17365957327543383	0.01
OACe	4	1	0.060956549867969466	0.01
PEPe	0	1	0.4972475922379073	0.01
PEPe	1	1	0.020619370657473882	0.01
PEPe	2	0	0.004381719770685649	0.01
PEPe	3	1	0.4777513173339331	0.01
