Name	Spectrum	Select	MDV	Std
Glue	0	0	2.1930348903516076e-05	0.01
Glue	1	0	0.00259451963511465	0.01
Glue	2	1	0.033614714721911625	0.01
Glue	3	1	0.04635824284791493	0.01
Glue	4	1	0.10941858670945888	0.01
Glue	5	1	0.8079920057366964	0.01
AKGe	0	0	0.008051464043128396	0.01
AKGe	1	0	0.008389037073518882	0.01
AKGe	2	0	0.009783351026460144	0.01
AKGe	3	1	0.032791106663180046	0.01
AKGe	4	1	0.08251494370988595	0.01
AKGe	5	1	0.8584700974838265	0.01
OACo	0	0	0.0028504408972490018	0.01
OACo	1	0	0.0038595274331016173	0.01
OACo	2	0	0.006776494372230307	0.01
OACo	3	1	0.01944195354769693	0.01
OACo	4	1	0.9670715837497221	0.01
OACi	0	0	0.005977679233998925	0.01
OACi	1	0	0.00044597385546543	0.01
OACi	2	1	0.03356134501007883	0.01
OACi	3	1	0.07503771404529597	0.01
OACi	4	1	0.8849772878551608	0.01
OACt	0	1	0.5247913486235425	0.01
OACt	1	0	0.004467468111319775	0.01
OACt	2	1	0.11928047551005556	0.01
OACt	3	1	0.020791579809434958	0.01
OACt	4	1	0.3306691279456472	0.01
OACc	0	1	0.011424585270050547	0.01
OACc	1	0	0.0009905942700815132	0.01
OACc	2	1	0.037272083795183965	0.01
OACc	3	1	0.07056879194291182	0.01
OACc	4	1	0.8797439447217722	0.01
Txt	0	1	0.2667673242126456	0.01
Txt	1	1	0.04551707127455634	0.01
Txt	2	1	0.09608281557468533	0.01
Txt	3	1	0.16664836900519783	0.01
Txt	4	1	0.4249844199329149	0.01
Txc	0	0	0.0004839977238348775	0.01
Txc	1	0	0.001143436207878041	0.01
Txc	2	1	0.02766344905980911	0.01
Txc	3	1	0.1154619811444118	0.01
Txc	4	1	0.8552471358640661	0.01
