Name	Spectrum	Select	MDV	Std
AKGe	0	1	0.12362489069982874	0.01
AKGe	1	1	0.11803383304132857	0.01
AKGe	2	1	0.246355740060739	0.01
AKGe	3	1	0.2520559802313333	0.01
AKGe	4	1	0.13151140266547737	0.01
AKGe	5	1	0.1284181533012931	0.01
OACe	0	1	0.21186996587318266	0.01
OACe	1	1	0.19323719885101173	0.01
OACe	2	1	0.17945800722586017	0.01
OACe	3	1	0.1936196307063965	0.01
OACe	4	1	0.2218151973435489	0.01
PEPe	0	1	0.48730436907005953	0.01
PEPe	1	1	0.014837665293605523	0.01
PEPe	2	0	0.009809267042165774	0.01
PEPe	3	1	0.48804869859416916	0.01
