Name	Spectrum	Select	MDV	Std
Glue	0	1	0.26953317969840257	0.01
Glue	1	0	0.0020077735542341304	0.01
Glue	2	1	0.3849281620324095	0.01
Glue	3	1	0.01545363756607015	0.01
Glue	4	1	0.02037404791839929	0.01
Glue	5	1	0.3077031992304844	0.01
AKGe	0	1	0.03545995258364379	0.01
AKGe	1	0	0.004240388502798503	0.01
AKGe	2	1	0.40140372533036056	0.01
AKGe	3	1	0.034553641792223505	0.01
AKGe	4	1	0.03686959533338063	0.01
AKGe	5	1	0.48747269645759306	0.01
OACo	0	1	0.0808048948661752	0.01
OACo	1	0	0.007626526019852851	0.01
OACo	2	1	0.04054239191553024	0.01
OACo	3	0	7.49095318145968e-05	0.01
OACo	4	1	0.8709512776666269	0.01
OACi	0	1	0.24177368702639365	0.01
OACi	1	0	0.007779513766973486	0.01
OACi	2	1	0.14805249653932145	0.01
OACi	3	0	0.009667278793925933	0.01
OACi	4	1	0.5927270238733855	0.01
OACt	0	1	0.8338902636085398	0.01
OACt	1	0	0.0012530176943077735	0.01
OACt	2	1	0.10277981447030486	0.01
OACt	3	0	0.0034246950797147666	0.01
OACt	4	1	0.05865220914713278	0.01
OACc	0	1	0.09687276368897663	0.01
OACc	1	1	0.011938686390140965	0.01
OACc	2	1	0.4320907420641234	0.01
OACc	3	0	0.003385548162468971	0.01
OACc	4	1	0.45571225969428997	0.01
Txt	0	1	0.724694359091005	0.01
Txt	1	1	0.07287770630667544	0.01
Txt	2	1	0.09653178889991947	0.01
Txt	3	1	0.07695966884278067	0.01
Txt	4	1	0.02893647685961931	0.01
Txc	0	1	0.058008824500872684	0.01
Txc	1	1	0.15182945941628678	0.01
Txc	2	1	0.2334079903088813	0.01
Txc	3	1	0.3406546449118311	0.01
Txc	4	1	0.21609908086212803	0.01
