RSS,r1_SubsGlc,r2_pgi,r3_pgi,r4_pfk,r5_fba,r6_fba,r7_tpi,r8_tpi,r9_gapdh,r10_gapdh,r11_peph,r12_peph,r13_pk,r16_pyrdh,r17_cs,r18_idh,r19_idh,r20_akgdh,r21_sdh,r22_sdh,r23_fh,r24_fh,r25_mdh,r26_mdh,r27_pc,r28_mae,r29_g6pdh,r30_pgd,r31_ri,r32_ri,r33_rbe,r34_rbe,r35_tkt,r36_tkt,r37_tal,r38_tal,r39_tkt,r40_tkt,r41_ldh,r42_Lac_ex,r46_SubsGln,r47_gls,r48_gls,r49_gludh,r50_gludh,r82_acl,r83_Malt1,r83_Malt2,r83_AcCOA_BIO,r100_CO2,r101_CO2,G6P,F6P,FBP,DHAP,GAP,PGA,PEP,Pyr,AcCOAmit,Oxa,Cit,aKG,Suc,Fum,Mal,Malcyt,m6PG,Ru5P,R5P,Xu5P,S7P,E4P,Lac,AcCOAcyt,Gln,Glu,CO2in,PGI,FBA,TPI,GAPDH,PEPH,IDH,SDH,FH,MDH,RPI,RBE,TKT1,TAL,TKT2,GLS,GLUDH
5.372798112901194,100.0,880.8211798230018,858.1689339006472,74.21741530745155,442.53052103349427,368.31310572604275,789.616052562398,715.3986372549464,764.072059872679,589.8546445652274,572.5249596836552,398.3075443762037,174.21741530745155,91.50862218066595,91.50862218066595,1.6377962081651454,14.711704337605148,17.32120700917767,719.2535951784159,701.9323881692383,580.3867592504017,563.065552241224,272.43611150978415,218.02672269539377,37.09923336627554,67.49434850489337,77.34775407764533,77.34775407764533,435.9647914979048,410.1822068053564,782.7727613833557,731.2075919982589,267.92342474258874,242.1408400500403,717.3457905285155,691.5632058359671,974.9641341248046,949.1815494322561,113.10390826540333,113.10390826540333,30.395115138617673,601.1224763005915,570.7273611619738,670.4916256683364,640.0965105297187,104.58253031010604,940.8063103818159,836.2237800717099,104.58253031010604,985.6879001971031,782.1891099204364,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,22.652245922354666,74.21741530745156,74.21741530745156,174.21741530745155,174.21741530745155,-13.07390812944,17.321207009177673,17.321207009177673,54.40938881439041,25.782584692548443,51.56516938509689,25.782584692548443,25.782584692548443,25.782584692548443,30.395115138617673,30.395115138617673
5.753640490578173,100.00000000000001,915.5107415516632,902.9899324362599,70.84026970513443,379.3962988656077,308.55602916047326,793.2000672374024,722.359797532268,743.4188982443161,572.5786285391816,562.3597247498506,391.51945504471615,170.84026970513443,36.08064542927795,36.08064542927795,6.7294164217793835,8.95940530535729,9.476717536529874,717.5241281206575,708.0474105841275,571.6728283993855,562.1961108628556,150.29180130041254,123.386345929179,9.175190058044286,20.881896478152214,87.4791908845967,87.4791908845967,469.33834024853104,440.17860995366544,778.242406224432,719.9229456347008,222.04100884667048,192.8812785518049,881.4236550999506,852.263924805085,916.6287757359341,887.4690454410686,146.46633069596433,146.46633069596433,11.70670642010778,496.9334585524819,485.22675213237414,669.0180609512042,657.3113545310964,38.31063431285591,968.5356234696015,930.2249891567457,38.31063431285591,956.708925580134,814.1956541931995,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.520809115403296,70.84026970513443,70.84026970513443,170.84026970513443,170.84026970513443,-2.229988883577901,9.476717536529879,9.476717536529879,26.90545537123355,29.159730294865568,58.319460589731136,29.159730294865568,29.159730294865568,29.159730294865568,11.70670642010778,11.70670642010778
10.914820301183983,99.99999999999999,864.3948143903259,818.920842752883,81.82465721248096,420.82058241873983,338.9959252062589,797.0711177851997,715.2464605727187,731.6100507116848,549.7853934992039,588.1741144039707,406.3494571914899,181.82465721248096,102.5151458937129,102.5151458937129,23.73877908456081,29.97146097827804,26.277942162338665,726.3464534250037,700.0685112626651,590.1579712445919,563.8800290822533,293.7175782626244,227.14516216258278,35.94272979367116,68.4533538497272,54.526028362557064,54.526028362557064,369.3980551529493,351.2227123654303,801.6129876287969,765.2623020537588,191.8987836785134,173.7234408909944,717.1868458938012,699.0115031062821,941.6813025684585,923.5059597809394,111.82013537482408,111.82013537482408,32.51062405605589,624.1287861220103,591.6181620659544,631.2053842437289,598.694760187673,108.7478277874302,857.6577240357235,748.9098962482933,108.7478277874302,980.9195256165331,771.3224670355858,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,45.473971637442936,81.82465721248099,81.82465721248099,181.824657212481,181.824657212481,-6.232681893717224,26.277942162338665,26.277942162338665,66.57241610004162,18.17534278751902,36.35068557503804,18.17534278751902,18.17534278751902,18.17534278751902,32.51062405605589,32.51062405605589
15.92038598224507,100.0,863.7345566192271,852.71919462761,70.3384539972057,477.6166961145357,407.27824211733,796.4107758320976,726.0723218348918,772.455690318914,602.1172363217083,614.8267458488311,444.4882918516255,170.3384539972057,41.265864511626205,41.265864511626205,15.559888697449132,16.337273977533403,16.2461409976886,757.633331923502,741.3871909258135,596.5992218713448,580.3530808736562,94.7773662857913,63.917175511093426,10.40567373692835,27.429200014701273,88.98463800838289,88.98463800838289,415.54300570036986,385.88145969757556,877.4227851065227,818.0996931009341,228.23054662134797,198.56900061855367,879.7832634268786,850.1217174240844,894.0392882388007,864.3777422360064,146.09611576335237,146.09611576335237,17.023526277772866,397.91547594907775,380.89194967130487,659.690758739799,642.6672324620262,42.04324979171044,936.4190462699567,894.3757964782462,42.04324979171044,971.4614244307888,808.7186399154025,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.015361991617112,70.3384539972057,70.3384539972057,170.3384539972057,170.3384539972057,-0.7773852800842604,16.246140997688606,16.246140997688606,30.860190774697855,29.661546002794296,59.32309200558859,29.661546002794296,29.661546002794296,29.661546002794296,17.023526277772866,17.023526277772866
12.218567614347474,99.99999999999999,813.6385462602273,737.0177844896419,92.2069205901951,403.0659935424181,310.85907295222296,801.4261255428224,709.2192049526274,726.6224130923625,534.4154925021675,554.0059563341413,361.79903574394615,192.20692059019507,72.07447883790688,72.07447883790688,30.893629442505436,25.63916528012222,31.95784496117405,712.4128575380686,680.4550125768945,674.8528025042687,642.8949575430946,339.8502226917495,290.9806047088024,23.204860854959776,49.90824165375071,23.379238229414682,23.379238229414682,328.95877689753394,321.16569748772906,768.2034746940571,752.6173158744474,112.57779753982824,104.78471813002335,764.7590701823757,756.9659907725708,891.9738745248802,884.1807951150753,146.835822551079,146.835822551079,26.703380798790832,662.8418798903024,636.1384990915116,570.6534304072213,543.9500496084305,66.82001467552368,836.8577720945059,770.0377574189822,66.82001467552368,990.2589083870326,830.8895013973629,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,76.62076177058532,92.20692059019511,92.20692059019511,192.2069205901951,192.2069205901951,5.254464162383222,31.957844961174054,31.957844961174054,48.86961798294709,7.793079409804894,15.586158819609787,7.793079409804894,7.793079409804894,7.793079409804894,26.703380798790832,26.703380798790832
16.332189151318715,100.0,862.1863205712972,820.2279348104205,80.65279525362557,543.0717658706718,462.4189706170462,781.7525817335099,701.0997864798843,847.3858364837695,666.733041230144,576.3614075034518,395.7086122498263,180.65279525362556,43.19125896066088,43.19125896066088,22.39520092821081,20.411742226606815,22.526450444659257,766.6313165018363,744.104866057177,514.7176036546431,492.1911532099838,154.0812812654434,126.3650706572321,15.475048352449448,36.01804009550483,58.04161423912327,58.04161423912327,378.2651855991887,358.9179808528143,869.9178350351444,831.2234255423956,279.9854934958437,260.63828874946927,833.098496279235,813.7512915328605,884.8173956470249,865.4701909006504,158.00452803602002,158.00452803602002,20.54299174305526,372.6101999571944,352.06720821413916,649.2254146105213,628.682422867466,41.20780025905691,968.4755787115909,927.267778452534,41.20780025905691,962.1236429626063,815.8378688735036,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,41.95838576087673,80.65279525362558,80.65279525362558,180.65279525362558,180.65279525362558,1.9834587016040004,22.52645044465926,22.52645044465926,27.716210608211306,19.347204746374423,38.694409492748846,19.347204746374423,19.347204746374423,19.347204746374423,20.54299174305526,20.54299174305526
7.933723768653843,99.99999999999999,763.6746653207488,668.988656521125,98.22866959987459,474.2775189553769,376.0488493555023,800.6346332828243,702.4059636829497,580.8337003797315,382.6050307798569,517.644870453832,319.4162008539574,198.2286695998746,66.19250896274335,66.19250896274335,15.717535153936744,15.641221842304864,25.466583398834757,754.990278075173,729.5236946763383,774.070305903061,748.6037225042263,357.2130307144585,313.89952933832365,22.87900758660848,48.269277673811274,5.313991200376166,5.313991200376166,302.97912846650837,301.20779806638296,676.4432180034809,672.90055720323,142.06527687949253,140.29394647936715,795.0256391168394,793.254308716714,830.2507657179008,828.4794353177754,157.42643072433427,157.42643072433427,25.390270087202875,592.6912411404769,567.300971053274,505.7223139974049,480.33204391020206,66.11619565111141,841.9789114515144,775.862715800403,66.11619565111141,993.4331432215974,870.9934762608085,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,94.68600879962383,98.2286695998746,98.2286695998746,198.22866959987462,198.22866959987462,0.07631331163188193,25.466583398834757,25.466583398834757,43.313501376134845,1.7713304001253887,3.5426608002507773,1.7713304001253887,1.7713304001253887,1.7713304001253887,25.390270087202875,25.390270087202875
8.842529025317502,99.99999999999999,910.5347260104975,844.935573010739,88.5330509999195,549.7275278048753,461.1944768049558,789.932919393643,701.3998683937235,823.0583752954001,634.5253242954806,630.2505150261915,441.71746402627195,188.53305099991948,67.01473607250955,67.01473607250955,4.588268926804659,14.829499748124784,16.02636774099608,755.1000294013352,739.0736616603391,457.78358432387193,441.75721658287586,131.62965587317393,86.12517062788766,21.510250827223288,47.77784938953954,34.400847000241484,34.400847000241484,283.297002323679,271.8300533235985,914.1631874621319,891.2292894619709,485.91610268971095,474.44915368963046,894.8941349001805,883.4271859001,846.3782865471951,834.9113375471146,147.7859134897261,147.7859134897261,26.267598562316202,314.6470209952578,288.37942243294157,658.4921972475115,632.2245986851954,77.25596689382965,953.0418274373503,875.7858605435207,77.25596689382965,933.6332583414426,800.1649397866993,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,65.59915299975852,88.53305099991951,88.53305099991951,188.5330509999195,188.5330509999195,-10.24123082132012,16.026367740996083,16.026367740996083,45.50448524528627,11.466949000080495,22.93389800016099,11.466949000080495,11.466949000080495,11.466949000080495,26.267598562316202,26.267598562316202
15.503892354827784,99.99999999999999,762.4702927731652,714.8555523383675,82.53824681159921,473.90738818347205,391.3691413718729,787.2531322154214,704.7148854038221,528.5813273209066,346.04308050930734,514.6470321098495,332.1087852982504,182.5382468115992,83.70831475789784,83.70831475789784,21.373238071461444,20.106616638763693,30.43082708897703,754.6197862275941,724.1889591386171,752.5951123202857,722.1642852313087,436.7231506685444,393.80996926602063,40.79513335537408,69.95933901165344,52.38525956520233,52.38525956520233,244.30761964543865,226.84586645703786,790.4024732392046,755.478966862403,170.72838165899174,153.26662847059094,826.9354028677286,809.4736496793279,884.5714537135055,867.1097005251048,127.99413770998069,127.99413770998069,29.164205656279275,582.9958244992694,553.8316188429901,484.17690484400083,455.0126991877216,82.4416933252001,785.5686615481762,703.1269682229762,82.4416933252001,988.7459572832552,791.7907287822009,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,47.61474043479767,82.53824681159922,82.53824681159922,182.5382468115992,182.5382468115992,1.2666214326977574,30.430827088977033,30.430827088977033,42.913181402523755,17.461753188400778,34.923506376801555,17.461753188400778,17.461753188400778,17.461753188400778,29.164205656279275,29.164205656279275
5.444162359863257,100.0,885.5615924485679,852.7648886906062,77.5989012526539,603.5525467387688,525.9536454861149,780.25997867267,702.661077420016,774.0784983292565,596.4795970766025,592.8099629185666,415.2110616659126,177.5989012526539,54.62511463639642,54.62511463639642,11.893835124758347,14.353741110825878,22.426132366409007,761.3964506418574,738.9703182754484,433.14594677731213,410.71981441090315,134.52864724430728,104.55246101144043,24.648928403529553,49.53496675600624,67.20329624203826,67.20329624203826,316.98197877507266,294.58088002772655,950.9205998754644,906.1184023807722,548.5873373367003,526.1862385893543,886.311260131958,863.9101613846119,818.707956379167,796.3068576318209,147.85982496873402,147.85982496873402,24.886038352476536,311.897179437362,287.0111410848855,612.6746590745398,587.7886207220632,57.0850206224639,798.9976061446418,741.912585522178,57.0850206224639,959.1354554827657,792.4547798715129,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,32.79670375796174,77.59890125265392,77.59890125265392,177.59890125265392,177.59890125265392,-2.4599059860675254,22.42613236640901,22.42613236640901,29.97618623286686,22.401098747346087,44.80219749469217,22.401098747346087,22.401098747346087,22.401098747346087,24.886038352476536,24.886038352476536
