Name	Spectrum	Select	MDV	Std
AKGe	0	1	0.12072165685335036	0.01
AKGe	1	1	0.1195910072089762	0.01
AKGe	2	1	0.2440686793054375	0.01
AKGe	3	1	0.25871784027877714	0.01
AKGe	4	1	0.12325901099438348	0.01
AKGe	5	1	0.13364180535907533	0.01
OACe	0	1	0.2193526935700469	0.01
OACe	1	1	0.2009949412738344	0.01
OACe	2	1	0.16639574928974524	0.01
OACe	3	1	0.1884107292199906	0.01
OACe	4	1	0.2248458866463828	0.01
PEPe	0	1	0.4911178422161544	0.01
PEPe	1	1	0.010789198627739138	0.01
PEPe	2	0	0.0	0.01
PEPe	3	1	0.4980929591561065	0.01
