Name	Spectrum	Select	MDV	Std
Glue	0	0	0.009424246927114707	0.01
Glue	1	0	0.0028381297985852357	0.01
Glue	2	0	0.006585349169243083	0.01
Glue	3	0	0.0036514859547619473	0.01
Glue	4	1	0.015405857370179995	0.01
Glue	5	1	0.9620949307801151	0.01
AKGe	0	0	0.005226358950509686	0.01
AKGe	1	0	0.005715430993260028	0.01
AKGe	2	0	0.0008423591627857964	0.01
AKGe	3	0	0.0010582392293931077	0.01
AKGe	4	1	0.012435041054301236	0.01
AKGe	5	1	0.9747225706097501	0.01
OACo	0	0	0.008179070907847336	0.01
OACo	1	0	0.0	0.01
OACo	2	0	0.0	0.01
OACo	3	1	0.01215847192517438	0.01
OACo	4	1	0.9796624571669783	0.01
OACi	0	0	0.0037614362866339995	0.01
OACi	1	0	0.004193591346427724	0.01
OACi	2	0	0.0017406630845956522	0.01
OACi	3	0	0.006952366746069281	0.01
OACi	4	1	0.9833519425362733	0.01
OACt	0	1	0.24584434409067	0.01
OACt	1	0	0.001820960186055924	0.01
OACt	2	1	0.05704518631548453	0.01
OACt	3	1	0.027588421607547636	0.01
OACt	4	1	0.6677010878002418	0.01
OACc	0	0	0.0025040258912142747	0.01
OACc	1	0	0.0033375379535231994	0.01
OACc	2	0	0.009125578582201746	0.01
OACc	3	0	0.003385923320547331	0.01
OACc	4	1	0.9816469342525135	0.01
Txt	0	1	0.06727008000808132	0.01
Txt	1	0	0.0014813067407035002	0.01
Txt	2	1	0.027095397296729492	0.01
Txt	3	1	0.05734289530648062	0.01
Txt	4	1	0.846810320648005	0.01
Txc	0	0	0.005871913524275901	0.01
Txc	1	0	0.0	0.01
Txc	2	0	0.00863984966247632	0.01
Txc	3	0	0.00832349023106957	0.01
Txc	4	1	0.9771647465821781	0.01
