Name	Spectrum	Select	MDV	Std
AKGe	0	1	0.12577518736361448	0.01
AKGe	1	1	0.12662115672534482	0.01
AKGe	2	1	0.2525314770821047	0.01
AKGe	3	1	0.2447228326033469	0.01
AKGe	4	1	0.12459382191887443	0.01
AKGe	5	1	0.12575552430671463	0.01
OACe	0	1	0.21948711801109702	0.01
OACe	1	1	0.18377800782582043	0.01
OACe	2	1	0.17449182271142027	0.01
OACe	3	1	0.19379603556255784	0.01
OACe	4	1	0.22844701588910446	0.01
PEPe	0	1	0.4811018728377792	0.01
PEPe	1	1	0.01761633259849252	0.01
PEPe	2	0	0.006425135870789148	0.01
PEPe	3	1	0.4948566586929391	0.01
